smiles,predicted_pIC50,uncertainty,QED,MW,LogP,TPSA,HBD,HBA,penalty,final_score,parent_seed
CN(CCO)c1cc2c(Nc3cccc(Cl)c3)ncnc2cn1,7.908162248766668,0.05014712315185221,0.7494910158547182,329.79100000000005,2.8503000000000007,74.17,2,6,0.0,8.232760633542174,CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1Cl,8.057470469034417,0.06960461165724252,0.4369294710932628,460.34000000000015,4.826200000000004,61.36000000000001,1,5,0.0,8.206330592923806,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
O=C(O)CCCNc1cc2ncnc(Nc3cccc(Cl)c3)c2cn1,7.8963417371201645,0.03368742167222664,0.5541186007136436,357.80100000000004,3.698500000000001,100.03,3,6,0.0,8.13971361580476,O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1
O=C(CCCCCn1cc(-c2ccc3ncnc(Cc4cccc(Cl)c4F)c3c2)nn1)NO,8.113846316865315,0.08348503016712121,0.2149148437965362,468.9200000000001,4.337400000000003,105.82000000000001,2,6,0.0,8.13781870859646,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
O=C(CCCCCCn1cc(-c2ccc3ncnc(Cc4cccc(Cl)c4F)c3c2)nn1)NO,8.113846316865315,0.08348503016712154,0.19220125010462652,482.94700000000023,4.727500000000004,105.82000000000001,2,6,0.0,8.126461911750507,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1N,7.956326141189399,0.0640985031437825,0.46376161040562686,440.91000000000014,3.7550000000000017,87.38000000000001,2,6,0.0,8.12410844324843,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1F,8.3234021241628,0.018258860880841065,0.5233025090459404,472.36200000000014,5.089500000000004,70.15,2,5,0.5,8.06679451780493,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
Cc1c(NC(=O)CCN2CCCCC2)ccc2ncnc(Nc3cccc(Br)c3)c12,8.341078690429015,0.03708517897403693,0.5167467548598478,468.39900000000006,5.2588200000000045,70.15,2,5,0.5,8.062366888884902,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21N,7.741418124784872,0.06045561509799506,0.7410883136870445,307.3570000000001,1.62842,91.86999999999999,3,5,0.0,8.051506666530399,C=CC(=O)NC1=CC=C2N=CN=C(Nc3cccc(C)c3)C21
C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Br)c3)ncnc2cc1/C=C/CCN1CCOCC1,8.293553230332744,0.041833939050049444,0.4393735798793898,526.4100000000002,4.377200000000004,80.24000000000001,1,6,0.5,7.971406081222391,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Br)c1,7.727375336691293,0.039031893807841105,0.5645204774161722,470.3460000000001,4.281900000000003,61.36000000000001,1,5,0.0,7.970603681591538,CN(C)C/C=C/C(=O)Nc1ccc2ncnc3c2c1CCN3c1ccc(F)c(Cl)c1
O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1Cl,8.22094604939801,0.03155119522903652,0.47224436900424965,488.8170000000001,5.603800000000004,70.15,2,5,0.5,7.925517038671099,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
O=C(CCC1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.098933932808425,0.02923692398288829,0.45116091808450465,453.3840000000001,6.434900000000004,66.91,2,4,0.5,7.795277467867789,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
CONC(=O)CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1,8.208018217424417,0.06851179957469125,0.2203157242060138,497.96200000000016,5.052500000000004,106.85,2,7,0.5,7.749664279952732,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
C=CC(=O)Cc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1,7.575439806498723,0.050998764379824875,0.42164192847027354,480.97100000000034,4.441200000000004,68.21000000000001,0,6,0.0,7.735262006354035,C=CC(=O)Nc1nc2c(Cc3ccc(F)c(Cl)c3)ncnc2cc1/C=C/CCN1CCOCC1
O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4Cl)c3c2)nn1)NO,8.695267893214526,0.045496676211230665,0.1517287352819063,500.3900000000002,5.394600000000003,117.85000000000001,3,7,1.0,7.725635584644248,O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO
O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1Br,8.458582304414545,0.024216623399992084,0.42500325635097536,533.2680000000001,5.712900000000004,70.15,2,5,1.0,7.646867309190041,O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
